Order_ID,Date,Month,Quarter,Product,Category,City,Units_Sold,Cost_Per_Unit,Selling_Price_Per_Unit,Discount_Pct,Total_Cost,Revenue,Profit,Profit_Margin_Pct,Stock_Available,Stock_Status,Customer_Type,Sales_Rep,Payment_Mode,Rating,Profit_Status,Discount_Category
TZ1284,2024-03-29,March,Q1,Smartphone,Mobile,Mumbai,15,11292,19175,0,169380,345150,175770,50.93,20,Low,Loyal,Sneha,Debit Card,4.9,Profitable,No Discount
TZ1285,2023-11-19,November,Q4,Tablet,Computing,Delhi,5,33122,17760,5,165610,120634.8,-44975.2,-37.28,45,Adequate,Loyal,Vikram,EMI,3.9,Loss,Low Discount
TZ1286,2024-12-08,December,Q4,Laptop,Computing,Bangalore,4,68931,84775,5,275724,418788.5,143064.5,34.16,57,Adequate,Returning,Amit,Cash,4.7,Profitable,Low Discount
TZ1287,2023-09-03,September,Q3,Headphones,Audio,Chennai,2,5449,10185,0,10898,17314.5,6416.5,37.06,43,Adequate,New,Amit,Debit Card,3.7,Profitable,No Discount
TZ1288,2024-08-05,August,Q3,Monitor,Display,Bangalore,9,13661,25434,10,122949,226616.94,103667.94,45.75,52,Adequate,Loyal,Rahul,Cash,3.9,Profitable,Low Discount
TZ1289,2023-02-10,February,Q1,Laptop,Computing,Chennai,5,76194,91702,15,380970,331273.47,-49696.53,-15,37,Adequate,Loyal,Sneha,Cash,4.5,Loss,Medium Discount
TZ1290,2024-07-04,July,Q3,Refrigerator,Appliances,Delhi,3,23478,43310,5,70434,149354.54,78920.54,52.84,42,Adequate,New,Priya,EMI,4,Profitable,Low Discount
TZ1291,2024-08-23,August,Q3,Washing Machine,Appliances,Mumbai,3,37894,47671,10,113682,169899.44,56217.44,33.09,13,Low,New,Rahul,UPI,3.7,Profitable,Low Discount
TZ1292,2024-09-18,September,Q3,Refrigerator,Appliances,Mumbai,3,29511,30827,5,88533,105428.34,16895.34,16.03,55,Adequate,New,Meera,Cash,3.7,Profitable,Low Discount
TZ1293,2023-12-22,December,Q4,Bluetooth Speaker,Audio,Hyderabad,13,7737,5747,5,100581,69201.06,-31379.94,-45.35,33,Adequate,New,Meera,Debit Card,4.6,Loss,Low Discount
TZ1294,2023-05-01,May,Q2,Laptop,Computing,Bangalore,7,52824,79331,0,369768,555317,185549,33.41,26,Adequate,Loyal,Vikram,Cash,4.2,Profitable,No Discount
TZ1295,2024-06-07,June,Q2,LED TV,Display,Mumbai,8,52151,30936,20,417208,237588.48,-179619.52,-75.6,70,Adequate,Returning,Rahul,EMI,3.7,Loss,Medium Discount
TZ1296,2023-04-29,April,Q2,Smartphone,Mobile,Hyderabad,1,9443,10805,5,9443,7698.56,-1744.44,-22.66,3,Critical,Returning,Amit,UPI,4.9,Loss,Low Discount
TZ1297,2023-07-03,July,Q3,Laptop,Computing,Hyderabad,7,49713,66089,5,347991,362580.78,14589.78,4.02,36,Adequate,Loyal,Amit,Debit Card,4.7,Profitable,Low Discount
TZ1298,2024-08-08,August,Q3,LED TV,Display,Mumbai,9,59127,79109,10,532143,845833.43,313690.43,37.09,72,Adequate,New,Vikram,Cash,4.9,Profitable,Low Discount
TZ1299,2023-03-12,March,Q1,Headphones,Audio,Bangalore,13,6590,7362,0,85670,95706,10036,10.49,45,Adequate,Returning,Rahul,Debit Card,3.8,Profitable,No Discount
TZ1300,2024-07-31,July,Q3,Smartwatch,Mobile,Hyderabad,4,10600,10033,15,42400,28142.56,-14257.44,-50.66,8,Critical,Loyal,Vikram,Credit Card,3.7,Loss,Medium Discount
TZ1301,2024-02-24,February,Q1,Laptop,Computing,Delhi,6,76677,90446,0,460062,596943.6,136881.6,22.93,31,Adequate,New,Meera,UPI,4.8,Profitable,No Discount
TZ1302,2023-11-11,November,Q4,Desktop PC,Computing,Delhi,4,52513,64245,0,210052,367481.4,157429.4,42.84,19,Low,Loyal,Amit,Cash,3.6,Profitable,No Discount
TZ1303,2023-08-26,August,Q3,Bluetooth Speaker,Audio,Chennai,12,4051,9011,0,48612,101103.42,52491.42,51.92,47,Adequate,New,Vikram,Credit Card,4.5,Profitable,No Discount
TZ1304,2024-02-08,February,Q1,Desktop PC,Computing,Hyderabad,1,53507,40566,5,53507,28903.27,-24603.73,-85.12,28,Adequate,Returning,Amit,UPI,4.6,Loss,Low Discount
TZ1305,2023-12-01,December,Q4,LED TV,Display,Chennai,5,30309,24894,15,151545,116908.45,-34636.55,-29.63,67,Adequate,Loyal,Rahul,Credit Card,3.7,Loss,Medium Discount
TZ1306,2024-04-05,April,Q2,Headphones,Audio,Bangalore,7,3478,10780,10,24346,67914,43568,64.15,59,Adequate,New,Sneha,Debit Card,4.2,Profitable,Low Discount
TZ1307,2023-05-03,May,Q2,Desktop PC,Computing,Delhi,5,27643,46091,10,138215,228150.45,89935.45,39.42,19,Low,New,Meera,Credit Card,5,Profitable,Low Discount
TZ1308,2024-02-10,February,Q1,Bluetooth Speaker,Audio,Mumbai,11,3448,5762,5,37928,72255.48,34327.48,47.51,11,Low,Returning,Sneha,EMI,4.6,Profitable,Low Discount
TZ1309,2023-09-13,September,Q3,Desktop PC,Computing,Chennai,2,34161,39959,0,68322,67930.3,-391.7,-0.58,13,Low,New,Priya,Credit Card,4.7,Loss,No Discount
TZ1310,2024-01-17,January,Q1,Washing Machine,Appliances,Mumbai,5,34205,35962,5,171025,204983.4,33958.4,16.57,11,Low,New,Priya,UPI,4.7,Profitable,Low Discount
TZ1311,2023-04-05,April,Q2,LED TV,Display,Mumbai,1,45211,23318,15,45211,23784.36,-21426.64,-90.09,123,Overstocked,Returning,Meera,UPI,4.2,Loss,Medium Discount
TZ1312,2024-01-27,January,Q1,Washing Machine,Appliances,Chennai,2,26598,33071,10,53196,50598.63,-2597.37,-5.13,27,Adequate,Returning,Sneha,Credit Card,3.6,Loss,Low Discount
TZ1313,2024-09-26,September,Q3,Refrigerator,Appliances,Delhi,3,50695,50000,20,152085,132000,-20085,-15.22,13,Low,New,Amit,UPI,3.1,Loss,Medium Discount
TZ1314,2023-07-24,July,Q3,Washing Machine,Appliances,Hyderabad,2,35668,54629,5,71336,85630.96,14294.96,16.69,34,Adequate,Loyal,Amit,UPI,4.3,Profitable,Low Discount
TZ1315,2024-05-11,May,Q2,LED TV,Display,Hyderabad,9,36076,45452,20,324684,245440.8,-79243.2,-32.29,73,Adequate,New,Amit,EMI,3.2,Loss,Medium Discount
TZ1316,2023-10-15,October,Q4,Laptop,Computing,Chennai,6,73272,60254,5,439632,379509.82,-60122.18,-15.84,16,Low,New,Meera,Credit Card,3.9,Loss,Low Discount
TZ1317,2023-02-27,February,Q1,Smartphone,Mobile,Hyderabad,14,34128,35455,10,477792,335049.75,-142742.25,-42.6,7,Critical,New,Priya,EMI,4,Loss,Low Discount
TZ1318,2024-12-15,December,Q4,LED TV,Display,Hyderabad,1,38047,57201,30,38047,39039.68,992.68,2.54,68,Adequate,Loyal,Priya,UPI,3.5,Profitable,High Discount
TZ1319,2023-06-29,June,Q2,Headphones,Audio,Mumbai,2,2420,5811,5,4840,13249.08,8409.08,63.47,11,Low,Loyal,Sneha,Cash,4,Profitable,Low Discount
TZ1320,2024-09-20,September,Q3,Smartphone,Mobile,Delhi,6,31492,21630,10,188952,128482.2,-60469.8,-47.06,3,Critical,New,Priya,EMI,4.6,Loss,Low Discount
TZ1321,2023-05-26,May,Q2,Desktop PC,Computing,Hyderabad,6,29753,56483,15,178518,216047.47,37529.47,17.37,47,Adequate,New,Amit,Debit Card,4,Profitable,Medium Discount
TZ1322,2023-06-11,June,Q2,Air Conditioner,Appliances,Chennai,4,45793,43416,15,183172,125472.24,-57699.76,-45.99,24,Low,Loyal,Vikram,Credit Card,4.1,Loss,Medium Discount
TZ1323,2024-12-06,December,Q4,Smartwatch,Mobile,Delhi,3,14941,4029,15,44823,14691.75,-30131.25,-205.09,20,Low,New,Priya,EMI,4,Loss,Medium Discount
TZ1324,2024-09-18,September,Q3,Smartphone,Mobile,Hyderabad,2,38693,42517,5,77386,60586.73,-16799.27,-27.73,12,Low,Loyal,Rahul,Credit Card,4,Loss,Low Discount
TZ1325,2023-11-24,November,Q4,Tablet,Computing,Mumbai,6,26635,15373,10,159810,129502.15,-30307.85,-23.4,23,Low,New,Meera,Cash,4,Loss,Low Discount
TZ1326,2023-04-21,April,Q2,Air Conditioner,Appliances,Mumbai,1,50292,60719,20,50292,58290.24,7998.24,13.72,20,Low,Returning,Sneha,UPI,3.4,Profitable,Medium Discount
TZ1327,2024-01-20,January,Q1,Desktop PC,Computing,Chennai,4,35659,61575,0,142636,209355,66719,31.87,12,Low,Returning,Rahul,Debit Card,3.9,Profitable,No Discount
TZ1328,2023-04-18,April,Q2,Desktop PC,Computing,Bangalore,3,49606,42545,0,148818,127635,-21183,-16.6,45,Adequate,New,Amit,EMI,5,Loss,No Discount
TZ1329,2024-05-09,May,Q2,Air Conditioner,Appliances,Mumbai,4,35813,71801,20,143252,275715.84,132463.84,48.04,20,Low,New,Rahul,Debit Card,3.2,Profitable,Medium Discount
TZ1330,2023-07-14,July,Q3,Monitor,Display,Hyderabad,12,16692,31646,20,200304,250636.32,50332.32,20.08,88,Adequate,New,Rahul,Cash,3.4,Profitable,Medium Discount
TZ1331,2024-07-16,July,Q3,Headphones,Audio,Delhi,1,7411,2062,15,7411,2120.77,-5290.23,-249.45,15,Low,Returning,Meera,EMI,4.2,Loss,Medium Discount
TZ1332,2023-04-10,April,Q2,Laptop,Computing,Delhi,3,76824,64124,0,230472,211609.2,-18862.8,-8.91,40,Adequate,New,Amit,UPI,4.2,Loss,No Discount
TZ1333,2024-11-07,November,Q4,Smartwatch,Mobile,Mumbai,11,11914,10349,5,131054,168709.4,37655.4,22.32,13,Low,Returning,Amit,Credit Card,4.2,Profitable,Low Discount
TZ1334,2023-09-27,September,Q3,Headphones,Audio,Chennai,5,5206,6400,0,26030,27200,1170,4.3,19,Low,Loyal,Meera,Cash,3.6,Profitable,No Discount
TZ1335,2023-12-19,December,Q4,Bluetooth Speaker,Audio,Chennai,13,5831,5227,0,75803,75085.85,-717.15,-0.96,34,Adequate,Loyal,Sneha,EMI,4.5,Loss,No Discount
TZ1336,2024-05-01,May,Q2,Refrigerator,Appliances,Delhi,4,37585,28174,20,150340,99172.48,-51167.52,-51.59,55,Adequate,New,Vikram,EMI,3.9,Loss,Medium Discount
TZ1337,2024-08-08,August,Q3,Washing Machine,Appliances,Hyderabad,2,18941,48428,10,37882,71915.58,34033.58,47.32,20,Low,New,Priya,Credit Card,3.6,Profitable,Low Discount
TZ1338,2023-03-22,March,Q1,Washing Machine,Appliances,Chennai,2,41953,28691,15,83906,41458.49,-42447.51,-102.39,30,Adequate,Loyal,Rahul,Cash,4.1,Loss,Medium Discount
TZ1339,2024-02-11,February,Q1,Bluetooth Speaker,Audio,Bangalore,14,3262,9006,0,45668,126084,80416,63.78,60,Adequate,Loyal,Vikram,EMI,4.3,Profitable,No Discount
TZ1340,2024-03-05,March,Q1,Desktop PC,Computing,Chennai,3,34712,69132,0,104136,176286.6,72150.6,40.93,16,Low,Loyal,Rahul,Debit Card,4.8,Profitable,No Discount
TZ1341,2023-12-19,December,Q4,Monitor,Display,Bangalore,7,23911,28744,30,167377,183099.28,15722.28,8.59,110,Overstocked,New,Priya,Debit Card,3.4,Profitable,High Discount
TZ1342,2024-09-25,September,Q3,Refrigerator,Appliances,Chennai,1,43938,44724,10,43938,34213.86,-9724.14,-28.42,13,Low,Loyal,Sneha,Debit Card,4.8,Loss,Low Discount
TZ1343,2023-01-21,January,Q1,LED TV,Display,Bangalore,5,33372,75236,25,166860,282135,115275,40.86,139,Overstocked,Loyal,Rahul,Credit Card,3.1,Profitable,High Discount
TZ1344,2024-03-29,March,Q1,LED TV,Display,Bangalore,12,42313,59647,10,507756,644187.6,136431.6,21.18,74,Adequate,Returning,Priya,UPI,4.6,Profitable,Low Discount
TZ1345,2024-06-12,June,Q2,LED TV,Display,Mumbai,9,25418,24300,20,228762,209952,-18810,-8.96,140,Overstocked,Loyal,Sneha,Credit Card,3.8,Loss,Medium Discount
TZ1346,2024-06-20,June,Q2,Refrigerator,Appliances,Mumbai,2,30632,36154,5,61264,82431.12,21167.12,25.68,25,Adequate,New,Sneha,Cash,4.9,Profitable,Low Discount
TZ1347,2024-12-22,December,Q4,Smartphone,Mobile,Bangalore,6,34984,40423,15,209904,268004.49,58100.49,21.68,5,Critical,Loyal,Rahul,Credit Card,4.1,Profitable,Medium Discount
TZ1348,2024-08-31,August,Q3,Headphones,Audio,Delhi,14,9275,11615,10,129850,177082.29,47232.29,26.67,32,Adequate,New,Amit,Cash,3.9,Profitable,Low Discount
TZ1349,2024-01-31,January,Q1,Laptop,Computing,Delhi,4,49506,87426,5,198024,365440.68,167416.68,45.81,53,Adequate,New,Amit,UPI,4.3,Profitable,Low Discount
TZ1350,2024-11-29,November,Q4,Laptop,Computing,Chennai,3,77426,56350,0,232278,186800.25,-45477.75,-24.35,24,Low,Returning,Vikram,Debit Card,4.6,Loss,No Discount
TZ1351,2024-12-27,December,Q4,Washing Machine,Appliances,Bangalore,4,44343,43672,15,177372,193030.24,15658.24,8.11,39,Adequate,Returning,Priya,UPI,4,Profitable,Medium Discount
TZ1352,2024-06-17,June,Q2,Refrigerator,Appliances,Chennai,5,24705,23481,15,123525,84825.11,-38699.89,-45.62,45,Adequate,Loyal,Vikram,EMI,3.9,Loss,Medium Discount
TZ1353,2024-12-01,December,Q4,Desktop PC,Computing,Chennai,2,47038,50119,10,94076,99686.69,5610.69,5.63,27,Adequate,Returning,Meera,Debit Card,3.8,Profitable,Low Discount
TZ1354,2024-06-13,June,Q2,Smartphone,Mobile,Mumbai,13,36092,49323,15,469196,654022.98,184826.98,28.26,12,Low,Loyal,Priya,Cash,4.5,Profitable,Medium Discount
TZ1355,2023-10-30,October,Q4,Smartwatch,Mobile,Chennai,7,9361,16070,0,65527,124301.45,58774.45,47.28,20,Low,Loyal,Vikram,Credit Card,4,Profitable,No Discount
TZ1356,2024-12-31,December,Q4,Smartphone,Mobile,Hyderabad,11,33719,41177,10,370909,397460.99,26551.99,6.68,18,Low,Returning,Priya,EMI,3.8,Profitable,Low Discount
TZ1357,2023-04-10,April,Q2,Headphones,Audio,Delhi,12,5737,13881,5,68844,174067.74,105223.74,60.45,53,Adequate,Returning,Meera,Cash,3.8,Profitable,Low Discount
TZ1358,2023-08-17,August,Q3,Air Conditioner,Appliances,Bangalore,4,46713,56358,15,186852,210778.92,23926.92,11.35,47,Adequate,Returning,Sneha,Cash,4.2,Profitable,Medium Discount
TZ1359,2024-10-11,October,Q4,Refrigerator,Appliances,Hyderabad,5,22667,53947,10,113335,236692.46,123357.46,52.12,42,Adequate,New,Meera,UPI,4.3,Profitable,Low Discount
TZ1360,2024-02-28,February,Q1,Laptop,Computing,Delhi,3,48126,67457,15,144378,189216.89,44838.89,23.7,46,Adequate,Returning,Priya,Debit Card,4.8,Profitable,Medium Discount
TZ1361,2023-07-04,July,Q3,Desktop PC,Computing,Chennai,6,36588,52539,0,219528,294743.79,75215.79,25.52,10,Low,Returning,Amit,Credit Card,4.6,Profitable,No Discount
TZ1362,2023-06-22,June,Q2,Refrigerator,Appliances,Delhi,4,23769,31480,20,95076,110809.6,15733.6,14.2,50,Adequate,Returning,Sneha,UPI,4,Profitable,Medium Discount
TZ1363,2024-01-28,January,Q1,Laptop,Computing,Mumbai,4,59451,45922,10,237804,198383.04,-39420.96,-19.87,58,Adequate,Loyal,Priya,Cash,4.5,Loss,Low Discount
TZ1364,2024-10-03,October,Q4,Air Conditioner,Appliances,Delhi,2,47567,52453,10,95134,135014.02,39880.02,29.54,16,Low,Returning,Vikram,EMI,4,Profitable,Low Discount
TZ1365,2023-03-08,March,Q1,Laptop,Computing,Bangalore,5,64879,92699,10,324395,417145.5,92750.5,22.23,37,Adequate,Loyal,Priya,Debit Card,5,Profitable,Low Discount
TZ1366,2024-05-16,May,Q2,LED TV,Display,Delhi,3,41436,21253,15,124308,59614.67,-64693.33,-108.52,78,Adequate,Loyal,Priya,Credit Card,4.6,Loss,Medium Discount
TZ1367,2024-08-26,August,Q3,Bluetooth Speaker,Audio,Delhi,2,4003,2112,15,8006,4344.38,-3661.62,-84.28,50,Adequate,Returning,Vikram,EMI,3.6,Loss,Medium Discount
TZ1368,2023-02-19,February,Q1,Washing Machine,Appliances,Mumbai,1,16580,26588,20,16580,25524.48,8944.48,35.04,38,Adequate,Returning,Rahul,EMI,3.3,Profitable,Medium Discount
TZ1369,2024-12-19,December,Q4,Tablet,Computing,Delhi,1,21866,28791,0,21866,41171.13,19305.13,46.89,52,Adequate,Loyal,Amit,EMI,4.4,Profitable,No Discount
TZ1370,2023-05-21,May,Q2,Monitor,Display,Mumbai,9,11857,19263,10,106713,187236.36,80523.36,43.01,150,Overstocked,New,Sneha,Credit Card,4.4,Profitable,Low Discount
TZ1371,2023-09-27,September,Q3,Bluetooth Speaker,Audio,Delhi,6,6762,8213,10,40572,48785.22,8213.22,16.84,20,Low,New,Vikram,UPI,4.9,Profitable,Low Discount
TZ1372,2024-12-05,December,Q4,Headphones,Audio,Bangalore,4,1544,2208,0,6176,11481.6,5305.6,46.21,17,Low,Loyal,Meera,UPI,3.7,Profitable,No Discount
TZ1373,2023-04-03,April,Q2,Bluetooth Speaker,Audio,Mumbai,12,6927,3159,10,83124,40940.64,-42183.36,-103.04,51,Adequate,New,Sneha,Debit Card,3.9,Loss,Low Discount
TZ1374,2023-02-21,February,Q1,Desktop PC,Computing,Delhi,1,44042,55607,10,44042,55050.93,11008.93,20,37,Adequate,Loyal,Rahul,Cash,4.8,Profitable,Low Discount
TZ1375,2023-02-16,February,Q1,Laptop,Computing,Delhi,3,56539,68430,15,169617,191946.15,22329.15,11.63,49,Adequate,Returning,Meera,Cash,4.1,Profitable,Medium Discount
TZ1376,2023-12-17,December,Q4,Tablet,Computing,Mumbai,7,25115,29959,10,175805,294437.05,118632.05,40.29,34,Adequate,Loyal,Sneha,UPI,4.5,Profitable,Low Discount
TZ1377,2023-06-20,June,Q2,Desktop PC,Computing,Delhi,1,35446,38796,15,35446,36274.26,828.26,2.28,47,Adequate,Returning,Vikram,UPI,3.8,Profitable,Medium Discount
TZ1378,2024-01-24,January,Q1,LED TV,Display,Hyderabad,1,59857,77668,15,59857,49513.35,-10343.65,-20.89,111,Overstocked,Returning,Rahul,UPI,4.2,Loss,Medium Discount
TZ1379,2023-03-06,March,Q1,Smartwatch,Mobile,Bangalore,1,14543,18226,5,14543,17314.7,2771.7,16.01,12,Low,Loyal,Vikram,EMI,3.6,Profitable,Low Discount
TZ1380,2024-11-08,November,Q4,Air Conditioner,Appliances,Delhi,4,47659,74035,20,190636,338784.16,148148.16,43.73,19,Low,Loyal,Vikram,Cash,3,Profitable,Medium Discount
TZ1381,2023-06-10,June,Q2,Bluetooth Speaker,Audio,Chennai,14,5061,4209,0,70854,50087.1,-20766.9,-41.46,58,Adequate,Returning,Amit,Credit Card,4,Loss,No Discount
TZ1382,2023-10-12,October,Q4,Laptop,Computing,Hyderabad,4,71077,87160,15,284308,288935.4,4627.4,1.6,35,Adequate,New,Rahul,UPI,4.2,Profitable,Medium Discount
TZ1383,2024-08-09,August,Q3,Headphones,Audio,Mumbai,14,9666,9324,10,135324,155076.77,19752.77,12.74,17,Low,Returning,Meera,Cash,3.7,Profitable,Low Discount
TZ1384,2024-02-27,February,Q1,Laptop,Computing,Hyderabad,1,40956,96890,10,40956,65400.75,24444.75,37.38,42,Adequate,Loyal,Priya,UPI,4.9,Profitable,Low Discount
TZ1385,2024-01-08,January,Q1,Laptop,Computing,Delhi,8,56756,81710,15,454048,611190.8,157142.8,25.71,55,Adequate,Loyal,Amit,UPI,3.7,Profitable,Medium Discount
TZ1386,2024-11-05,November,Q4,Smartphone,Mobile,Mumbai,6,19637,29135,10,117822,245433.24,127611.24,51.99,5,Critical,New,Priya,UPI,3.7,Profitable,Low Discount
TZ1387,2024-02-24,February,Q1,Desktop PC,Computing,Bangalore,4,37290,39913,15,149160,135704.2,-13455.8,-9.92,23,Low,Returning,Priya,Debit Card,3.7,Loss,Medium Discount
TZ1388,2024-02-29,February,Q1,Laptop,Computing,Hyderabad,2,64524,74975,5,129048,106839.38,-22208.62,-20.79,41,Adequate,New,Vikram,Cash,4.3,Loss,Low Discount
TZ1389,2024-03-19,March,Q1,Refrigerator,Appliances,Chennai,5,29613,68338,10,148065,261392.85,113327.85,43.36,56,Adequate,New,Rahul,UPI,4.5,Profitable,Low Discount
TZ1390,2024-09-12,September,Q3,LED TV,Display,Hyderabad,15,40209,47437,30,603135,373566.37,-229568.63,-61.45,138,Overstocked,New,Amit,UPI,4,Loss,High Discount
TZ1391,2023-10-29,October,Q4,Headphones,Audio,Delhi,3,8262,11871,10,24786,45833.93,21047.93,45.92,54,Adequate,Loyal,Amit,EMI,4.4,Profitable,Low Discount
TZ1392,2023-07-25,July,Q3,Smartphone,Mobile,Hyderabad,12,17521,32629,5,210252,306875.74,96623.74,31.49,7,Critical,Loyal,Vikram,Debit Card,4.6,Profitable,Low Discount
TZ1393,2023-12-27,December,Q4,Bluetooth Speaker,Audio,Chennai,10,5674,8339,10,56740,82931.35,26191.35,31.58,37,Adequate,New,Vikram,Cash,3.5,Profitable,Low Discount
TZ1394,2023-05-29,May,Q2,Laptop,Computing,Mumbai,4,52496,94164,5,209984,429387.84,219403.84,51.1,28,Adequate,Loyal,Amit,Credit Card,4.8,Profitable,Low Discount
TZ1395,2024-12-08,December,Q4,Smartwatch,Mobile,Delhi,13,11866,4529,10,154258,75774.7,-78483.3,-103.57,16,Low,New,Vikram,EMI,4.8,Loss,Low Discount
TZ1396,2024-10-24,October,Q4,Bluetooth Speaker,Audio,Chennai,4,5185,6212,0,20740,27457.04,6717.04,24.46,34,Adequate,Returning,Sneha,Debit Card,4.9,Profitable,No Discount
TZ1397,2023-02-25,February,Q1,Laptop,Computing,Bangalore,4,75669,96178,15,302676,327005.2,24329.2,7.44,24,Low,Loyal,Meera,Debit Card,4.6,Profitable,Medium Discount
TZ1398,2024-07-13,July,Q3,Air Conditioner,Appliances,Hyderabad,2,37681,51279,20,75362,67688.28,-7673.72,-11.34,21,Low,Loyal,Rahul,Credit Card,4,Loss,Medium Discount
TZ1399,2024-06-10,June,Q2,Desktop PC,Computing,Chennai,1,53082,50291,10,53082,38472.61,-14609.39,-37.97,18,Low,New,Vikram,Debit Card,3.5,Loss,Low Discount
TZ1400,2024-04-22,April,Q2,Air Conditioner,Appliances,Delhi,1,35073,53143,5,35073,55534.44,20461.44,36.84,59,Adequate,Loyal,Vikram,Debit Card,4.2,Profitable,Low Discount
TZ1401,2024-08-09,August,Q3,Bluetooth Speaker,Audio,Bangalore,2,7422,6707,5,14844,14017.63,-826.37,-5.9,21,Low,Loyal,Rahul,EMI,3.7,Loss,Low Discount
TZ1402,2024-07-10,July,Q3,Bluetooth Speaker,Audio,Chennai,2,3862,5124,5,7724,9102.79,1378.79,15.15,52,Adequate,Returning,Amit,Debit Card,3.9,Profitable,Low Discount
TZ1403,2024-09-25,September,Q3,Bluetooth Speaker,Audio,Chennai,9,7747,1644,0,69723,12576.6,-57146.4,-454.39,52,Adequate,Returning,Sneha,Credit Card,4.9,Loss,No Discount
TZ1404,2024-09-20,September,Q3,Refrigerator,Appliances,Delhi,1,39032,47993,5,39032,50152.69,11120.69,22.17,34,Adequate,Returning,Vikram,Debit Card,3.5,Profitable,Low Discount
TZ1405,2024-06-13,June,Q2,LED TV,Display,Hyderabad,13,48340,49200,25,628420,359775,-268645,-74.67,55,Adequate,Returning,Meera,Credit Card,3.3,Loss,High Discount
TZ1406,2023-03-26,March,Q1,Desktop PC,Computing,Delhi,1,29290,45813,5,29290,47874.58,18584.58,38.82,53,Adequate,Returning,Rahul,Credit Card,4.3,Profitable,Low Discount
TZ1407,2024-12-20,December,Q4,Air Conditioner,Appliances,Chennai,1,35076,33556,20,35076,29663.5,-5412.5,-18.25,55,Adequate,Returning,Rahul,Cash,3.1,Loss,Medium Discount
TZ1408,2023-07-02,July,Q3,Smartwatch,Mobile,Hyderabad,2,12420,17461,5,24840,27370.12,2530.12,9.24,10,Low,Returning,Sneha,UPI,4.4,Profitable,Low Discount
TZ1409,2024-03-19,March,Q1,LED TV,Display,Mumbai,7,59125,27753,30,413875,163187.64,-250687.36,-153.62,50,Adequate,Loyal,Meera,EMI,3.1,Loss,High Discount
TZ1410,2024-08-22,August,Q3,Laptop,Computing,Mumbai,6,67953,51955,10,407718,370335.24,-37382.76,-10.09,60,Adequate,Loyal,Amit,EMI,3.6,Loss,Low Discount
TZ1411,2024-03-24,March,Q1,Monitor,Display,Chennai,14,9009,25531,15,126126,258246.06,132120.06,51.16,118,Overstocked,New,Priya,UPI,4.7,Profitable,Medium Discount
TZ1412,2024-07-12,July,Q3,Smartwatch,Mobile,Delhi,5,14096,18532,10,70480,100906.74,30426.74,30.15,2,Critical,Loyal,Vikram,Credit Card,3.7,Profitable,Low Discount
TZ1413,2023-01-06,January,Q1,Refrigerator,Appliances,Hyderabad,4,53202,58882,5,212808,167813.7,-44994.3,-26.81,29,Adequate,New,Meera,Debit Card,3.8,Loss,Low Discount
TZ1414,2024-10-23,October,Q4,Bluetooth Speaker,Audio,Delhi,3,2507,5117,10,7521,19756.74,12235.74,61.93,22,Low,New,Priya,EMI,4.8,Profitable,Low Discount
TZ1415,2024-07-16,July,Q3,Headphones,Audio,Hyderabad,2,6262,13004,0,12524,21456.6,8932.6,41.63,26,Adequate,New,Priya,EMI,4.2,Profitable,No Discount
TZ1416,2023-12-05,December,Q4,LED TV,Display,Delhi,11,57957,35370,10,637527,500733.09,-136793.91,-27.32,86,Adequate,Loyal,Rahul,Credit Card,4,Loss,Low Discount
TZ1417,2024-04-06,April,Q2,LED TV,Display,Hyderabad,11,35032,65446,30,385352,377950.65,-7401.35,-1.96,69,Adequate,Loyal,Vikram,Debit Card,3.8,Loss,High Discount
TZ1418,2024-03-14,March,Q1,Tablet,Computing,Mumbai,6,20066,40744,5,120396,278688.96,158292.96,56.8,55,Adequate,Loyal,Meera,UPI,3.9,Profitable,Low Discount
TZ1419,2024-01-04,January,Q1,Tablet,Computing,Bangalore,8,27166,29593,10,217328,213069.6,-4258.4,-2,59,Adequate,Returning,Sneha,EMI,3.7,Loss,Low Discount
TZ1420,2024-10-23,October,Q4,Refrigerator,Appliances,Mumbai,3,27175,58298,10,81525,245551.18,164026.18,66.8,26,Adequate,Loyal,Meera,Cash,4.6,Profitable,Low Discount
TZ1421,2023-01-20,January,Q1,Bluetooth Speaker,Audio,Mumbai,14,5766,8137,5,80724,129866.52,49142.52,37.84,12,Low,Loyal,Amit,EMI,4.8,Profitable,Low Discount
TZ1422,2024-07-06,July,Q3,Headphones,Audio,Delhi,6,7930,5658,10,47580,36969.37,-10610.63,-28.7,18,Low,Returning,Vikram,EMI,3.6,Loss,Low Discount
TZ1423,2024-01-08,January,Q1,Bluetooth Speaker,Audio,Mumbai,11,2956,4217,5,32516,52881.18,20365.18,38.51,38,Adequate,New,Priya,EMI,4.9,Profitable,Low Discount
TZ1424,2024-11-06,November,Q4,Tablet,Computing,Chennai,6,13324,22170,15,79944,124939.04,44995.04,36.01,24,Low,New,Amit,Debit Card,3.9,Profitable,Medium Discount
TZ1425,2024-11-15,November,Q4,Smartphone,Mobile,Hyderabad,15,33934,33674,15,509010,418609.91,-90400.09,-21.6,17,Low,Returning,Rahul,Cash,5,Loss,Medium Discount
TZ1426,2023-11-28,November,Q4,Desktop PC,Computing,Hyderabad,5,42256,69921,5,211280,323821.63,112541.63,34.75,34,Adequate,Loyal,Sneha,Debit Card,4.4,Profitable,Low Discount
